ID,probability
TEST_00123,0.9552453173748432
TEST_00124,0.8141361430934749
TEST_00125,0.5137637536500606
TEST_00126,0.12978427170883897
TEST_00127,0.17440927309669468
TEST_00128,0.4828014700167653
TEST_00129,0.7763216272330599
TEST_00130,0.40799538121620577
TEST_00131,0.7986103678372767
TEST_00132,0.03047819956254788
TEST_00133,0.49775478255076777
TEST_00134,0.7590229495819779
TEST_00135,0.03131801880822055
TEST_00136,0.32626333729334833
TEST_00137,0.3604663195176924
TEST_00138,0.18012057690386046
TEST_00139,0.45658498673209946
TEST_00140,0.14006772735852202
TEST_00141,0.042559872095218
TEST_00142,0.553886773179966
TEST_00143,0.10493654723705687
TEST_00144,0.22304906347496864
TEST_00145,0.936099570319873
TEST_00146,0.286153641178234
TEST_00147,0.39935514672410544
TEST_00148,0.42676940499850113
TEST_00149,0.8135543539809253
TEST_00150,0.06053893212830448
TEST_00151,0.017659742191923792
TEST_00152,0.8032815570630754
TEST_00153,0.5574858716288984
TEST_00154,0.14402433743768528
TEST_00155,0.4067465331364429
TEST_00156,0.7457141905470372
TEST_00157,0.7078432722306727
TEST_00158,0.8600486304639879
TEST_00159,0.6326063930185307
TEST_00160,0.830765985322038
TEST_00161,0.9523448099747966
TEST_00162,0.6718793786847569
TEST_00163,0.1231527640534269
TEST_00164,0.9795472259540121
TEST_00165,0.4317652414313789
TEST_00166,0.7392292404543285
TEST_00167,0.34287497085503016
TEST_00168,0.7552621937002455
TEST_00169,0.3577536722662018
TEST_00170,0.379865655567522
TEST_00171,0.490898997413037
TEST_00172,0.44934104611011805
TEST_00173,0.5135194910455549
TEST_00174,0.24475290616985135
TEST_00175,0.5012313055836212
TEST_00176,0.8216132434743025
TEST_00177,0.3349666359487937
TEST_00178,0.7281446034618673
TEST_00179,0.6226671255842873
TEST_00180,0.7388974874260272
TEST_00181,0.8822818568399081
TEST_00182,0.26349140084603684
TEST_00183,0.994851832524676
TEST_00184,0.22966325069115218
TEST_00185,0.36553054947983166
TEST_00186,0.6848350672277305
TEST_00187,0.46719930718243086
TEST_00188,0.6315569520468096
TEST_00189,0.5140213396693574
TEST_00190,0.8717243829593525
TEST_00191,0.39485183252467615
TEST_00192,0.5307080284676964
TEST_00193,0.16993837920659066
TEST_00194,0.9987333873671822
TEST_00195,0.7718231982857207
TEST_00196,0.8475810230161991
TEST_00197,0.48274240287785763
TEST_00198,0.4603586219147968
TEST_00199,0.6094902683557797
TEST_00200,0.7549206701677641
TEST_00201,0.8882463055281069
TEST_00202,0.4980407918549524
TEST_00203,0.5626082805022928
TEST_00204,0.09089988564068971
TEST_00205,0.17458247748898043
TEST_00206,0.04004796429324836
TEST_00207,0.6366678139607181
TEST_00208,0.41863812495142505
TEST_00209,0.4807030321871496
TEST_00210,0.8679938268178135
TEST_00211,0.22365305827883689
TEST_00212,0.2868087090721352
TEST_00213,0.2133132001732044
TEST_00214,0.6648948005373778
TEST_00215,0.520575127405154
TEST_00216,0.7301249070136676
TEST_00217,0.5134564268822099
TEST_00218,0.9553492400102147
TEST_00219,0.35600475201794224
TEST_00220,0.9902521456249237
TEST_00221,0.8140450997590682
TEST_00222,0.1908006262004952
TEST_00223,0.5135079440860693
TEST_00224,0.21537744123818936
TEST_00225,0.5857252933926965
TEST_00226,0.41692739849223354
TEST_00227,0.5598281279491935
TEST_00228,0.07638002820122798
TEST_00229,0.619712436297423
TEST_00230,0.58134411049552
TEST_00231,0.7598663217382616
TEST_00232,0.43408529206035507
TEST_00233,0.5978136276327622
TEST_00234,0.706026402566978
TEST_00235,0.9556605638025026
TEST_00236,0.6314326001754249
TEST_00237,0.027582577414591365
TEST_00238,0.04059910955177812
TEST_00239,0.8024746022405543
TEST_00240,0.5669654812528452
TEST_00241,0.807753339180832
TEST_00242,0.643882443070159
TEST_00243,0.3449489824241953
TEST_00244,0.061701178011924464
TEST_00245,0.9883242475046354
TEST_00246,0.7366707007005896
TEST_00247,0.2124622780818724
TEST_00248,0.7152679671799883
TEST_00249,0.8897087723583554
TEST_00250,0.372864645208567
TEST_00251,0.06352293292770939
TEST_00252,0.8302805689098116
TEST_00253,0.13909733864789545
TEST_00254,0.7527187538166032
TEST_00255,0.9841766684801314
TEST_00256,0.6395607714257165
TEST_00257,0.7092320161657433
TEST_00258,0.7879769504924113
TEST_00259,0.9629178278392754
TEST_00260,0.026338170473092257
TEST_00261,0.06730234159014956
TEST_00262,0.1282898286830915
TEST_00263,0.9536322959574539
TEST_00264,0.38689375686988575
TEST_00265,0.6290277238056113
TEST_00266,0.3518536200828273
TEST_00267,0.0968980869796929
TEST_00268,0.33683724338547966
TEST_00269,0.719152630819279
TEST_00270,0.28905192800914875
TEST_00271,0.06715445168596712
TEST_00272,0.47154274040436567
TEST_00273,0.4227408484794653
TEST_00274,0.4766940166764742
TEST_00275,0.15736196387134022
TEST_00276,0.09086480064840619
TEST_00277,0.4336034285587396
TEST_00278,0.6948542751507211
TEST_00279,0.939579202149511
TEST_00280,0.06270132234891804
TEST_00281,0.23496863446101235
TEST_00282,0.1221530638302597
TEST_00283,0.12094507422252324
TEST_00284,0.7876789501149145
TEST_00285,0.5634001354547171
TEST_00286,0.16680959729978792
TEST_00287,0.9588106631729713
TEST_00288,0.06930662728857406
TEST_00289,0.7734979515249759
TEST_00290,0.2767446456526808
TEST_00291,0.5241395849756293
TEST_00292,0.7763162978671434
TEST_00293,0.026487836832580193
TEST_00294,0.9705206124329666
TEST_00295,0.639057590460435
TEST_00296,0.1440105699090677
TEST_00297,0.036479953812162055
TEST_00298,0.9701928564291029
TEST_00299,0.6908856739982457
TEST_00300,0.2587336094240954
TEST_00301,0.8948032020606882
TEST_00302,0.5810567688498562
TEST_00303,0.7742436186394573
TEST_00304,0.9903258685201017
TEST_00305,0.8793569231794109
TEST_00306,0.37004851943553135
TEST_00307,0.943158759590083
TEST_00308,0.8685143282223233
TEST_00309,0.9271848734830737
TEST_00310,0.8117996602529228
TEST_00311,0.8859235902161725
TEST_00312,0.23275783583332407
TEST_00313,0.26369302852321047
TEST_00314,0.9266186283544473
TEST_00315,0.6385153274784328
TEST_00316,0.15350350294780554
TEST_00317,0.21498750929863325
TEST_00318,0.023037960629309295
TEST_00319,0.06633062053804391
TEST_00320,0.8697360853586774
TEST_00321,0.42715622814127263
TEST_00322,0.3262726636837021
TEST_00323,0.403363274007128
TEST_00324,0.6041906580656622
TEST_00325,0.08338192678783572
TEST_00326,0.5564626333729334
TEST_00327,0.5557942420642411
TEST_00328,0.25400290894556277
TEST_00329,0.640532492477822
TEST_00330,0.7294676185506346
TEST_00331,0.022700434121265285
TEST_00332,0.8483337959519025
TEST_00333,0.767057856928731
TEST_00334,0.8599984456016078
TEST_00335,0.5975857972398326
TEST_00336,0.08585919371134823
TEST_00337,0.34634349983900875
TEST_00338,0.4749544228185684
TEST_00339,0.5730671611133934
TEST_00340,0.7255549757402823
TEST_00341,0.5843978371656655
TEST_00342,0.24027090943408796
TEST_00343,0.1564066750308104
TEST_00344,0.30293803501837524
TEST_00345,0.14346919515471818
TEST_00346,0.5732154951314021
TEST_00347,0.4432939922502137
TEST_00348,0.8117019552111207
TEST_00349,0.588088423062831
TEST_00350,0.4958224432922158
TEST_00351,0.7394499650260362
TEST_00352,0.13194355313266792
TEST_00353,0.13767883908645787
TEST_00354,0.34257874693283885
TEST_00355,0.773223489180277
TEST_00356,0.25482585186583323
TEST_00357,0.019466397237612003
TEST_00358,0.10920670167763999
TEST_00359,0.9056928730833713
TEST_00360,0.7472472714756793
TEST_00361,0.3860845814782329
TEST_00362,0.7363300653957611
TEST_00363,0.05727025436619406
TEST_00364,0.5965754382848324
TEST_00365,0.41906669479387565
TEST_00366,0.6140872905725738
TEST_00367,0.33231083526707894
TEST_00368,0.4899894522966236
TEST_00369,0.18027557262926489
TEST_00370,0.11647728912920383
TEST_00371,0.20909589527795974
TEST_00372,0.4943586441204881
TEST_00373,0.8741727824841508
TEST_00374,0.7459189270209955
TEST_00375,0.05006273107797529
TEST_00376,0.05584065195909711
TEST_00377,0.45841873272119643
TEST_00378,0.5828265624479555
TEST_00379,0.2737975063008649
TEST_00380,0.0583907535501349
TEST_00381,0.8589068138163812
TEST_00382,0.8918742713757537
TEST_00383,0.20161346553121567
TEST_00384,0.7731359987564813
TEST_00385,0.35945373999356034
TEST_00386,0.9589692118089866
TEST_00387,0.5242448399524798
TEST_00388,0.5600564024559496
TEST_00389,0.5186578880166987
TEST_00390,0.9010376719553223
TEST_00391,0.9474839841451365
TEST_00392,0.6005480364617451
TEST_00393,0.6175158493121787
TEST_00394,0.20512729412548436
TEST_00395,0.9438755593058501
TEST_00396,0.6784531515427403
TEST_00397,0.07421097627321883
TEST_00398,0.26607836388466366
TEST_00399,0.09357456116002531
TEST_00400,0.6429000632862203
TEST_00401,0.03026546903971488
TEST_00402,0.20781462688887165
TEST_00403,0.14100081050773317
TEST_00404,0.8464623002875638
TEST_00405,0.9274526741203771
TEST_00406,0.18052960573795063
TEST_00407,0.5251961317685723
TEST_00408,0.5208171694405277
TEST_00409,0.20730389598854188
TEST_00410,0.15735308159481276
TEST_00411,0.31836255232216015
TEST_00412,0.23387966735874405
TEST_00413,0.8251639335161602
TEST_00414,0.6976002309391898
TEST_00415,0.4176548569398337
TEST_00416,0.9027519513251248
TEST_00417,0.9481452696326069
TEST_00418,0.9167366516038061
TEST_00419,0.20361997179877203
TEST_00420,0.19159026058378764
TEST_00421,0.7029451408395972
TEST_00422,0.9482372011946663
TEST_00423,0.03028190125129071
TEST_00424,0.23989652147845494
TEST_00425,0.30619427759334716
TEST_00426,0.4955719630941411
TEST_00427,0.7025525442170829
TEST_00428,0.48482529672355024
TEST_00429,0.32722484372744737
TEST_00430,0.8151957986832026
TEST_00431,0.8281070758435387
TEST_00432,0.43752584187327215
TEST_00433,0.10927998045899165
TEST_00434,0.8855181142926932
TEST_00435,0.5493688032242664
TEST_00436,0.09600230939189715
TEST_00437,0.44403344177112597
TEST_00438,0.09650193744656756
TEST_00439,0.0774689953034963
TEST_00440,0.8334586474513417
TEST_00441,0.9433777077064852
TEST_00442,0.7686668813216828
TEST_00443,0.723915751607137
TEST_00444,0.03481497107708706
TEST_00445,0.6648916917405931
TEST_00446,0.18548058667436465
TEST_00447,0.8451548291827197
TEST_00448,0.7101566611522533
TEST_00449,0.1467898342345143
TEST_00450,0.8502386001532194
TEST_00451,0.014658420953290327
TEST_00452,0.666510042523899
TEST_00453,0.9108779020062843
TEST_00454,0.5363695915263083
TEST_00455,0.42546859560105255
TEST_00456,0.08673143326634616
TEST_00457,0.7061121165354681
TEST_00458,0.20921092075899056
TEST_00459,0.6633164199984457
TEST_00460,0.0834920670167764
TEST_00461,0.8462726636837022
TEST_00462,0.6137626433654946
TEST_00463,0.2821406286431213
TEST_00464,0.6251763687032987
TEST_00465,0.5316397792754284
TEST_00466,0.463378595934138
TEST_00467,0.7286775400535157
TEST_00468,0.9709287530394041
TEST_00469,0.10638924356312524
TEST_00470,0.6140446556452419
TEST_00471,0.845364450908768
TEST_00472,0.9183234703054394
TEST_00473,0.5506580656622292
TEST_00474,0.9671755470927199
TEST_00475,0.6188703964826185
TEST_00476,0.05840807398936347
TEST_00477,0.8337970621870385
TEST_00478,0.3339620504735364
TEST_00479,0.409894856051606
TEST_00480,0.8549648594934882
TEST_00481,0.2798227985832769
TEST_00482,0.5465255865078219
TEST_00483,0.5765379106665038
TEST_00484,0.2905845648239644
TEST_00485,0.534763675930141
TEST_00486,0.5266537133467307
TEST_00487,0.8378771359099337
TEST_00488,0.4448888050007217
TEST_00489,0.6288420842261871
TEST_00490,0.62964637436575
TEST_00491,0.8271167020107254
TEST_00492,0.47345420631307805
TEST_00493,0.4888245417300454
TEST_00494,0.12252434298910811
TEST_00495,0.9554655978327247
TEST_00496,0.5496708006262006
TEST_00497,0.7831032453617863
TEST_00498,0.47996935614598024
TEST_00499,0.9661944996502604
TEST_00500,0.06994171006028846
TEST_00501,0.11425139063141884
TEST_00502,0.16197541829971024
TEST_00503,0.683707906336394
TEST_00504,0.08942143071269167
TEST_00505,0.9640152331042446
TEST_00506,0.07779275428292272
TEST_00507,0.4507249047930985
TEST_00508,0.860156994237623
TEST_00509,0.35347818845970225
TEST_00510,0.42527540608658
TEST_00511,0.1455591948216328
TEST_00512,0.144336549457626
TEST_00513,0.1458194455238878
TEST_00514,0.9644424706052162
TEST_00515,0.634858938345898
TEST_00516,0.9041988741714502
TEST_00517,0.6184702499250558
TEST_00518,0.4116775289506701
TEST_00519,0.6359052705208346
TEST_00520,0.08817524731588705
TEST_00521,0.24143093474857608
TEST_00522,0.08376430879234348
TEST_00523,0.49926032842217466
TEST_00524,0.5727882576304307
TEST_00525,0.2025771925344466
TEST_00526,0.26711936669368364
TEST_00527,0.13950325868520103
TEST_00528,0.4685050018319695
TEST_00529,0.6975584842395106
TEST_00530,0.7717987720252701
TEST_00531,0.7894558495342356
TEST_00532,0.9362323603539586
TEST_00533,0.04787724693839031
TEST_00534,0.4094969300631752
TEST_00535,0.23936402900063286
TEST_00536,0.9095144725593169
TEST_00537,0.053322526563558244
TEST_00538,0.0634567599675797
TEST_00539,0.1503920414802314
TEST_00540,0.746928397748343
TEST_00541,0.4699985566300643
TEST_00542,0.07954123041735597
TEST_00543,0.6330136453973154
TEST_00544,0.509540675275073
TEST_00545,0.7357433910311213
TEST_00546,0.7597033319639824
TEST_00547,0.019453962050473537
TEST_00548,0.9489651037560928
TEST_00549,0.4321027679394229
TEST_00550,0.6108123952168941
TEST_00551,0.5670436452862869
TEST_00552,0.537882243218937
TEST_00553,0.22757547159336938
TEST_00554,0.40334417711259396
TEST_00555,0.5335969889082572
TEST_00556,0.34703542918049896
TEST_00557,0.6974154795874183
TEST_00558,0.881225310046965
TEST_00559,0.13329010625423296
TEST_00560,0.3582253211498107
TEST_00561,0.17524553943175636
TEST_00562,0.9928799671355769
TEST_00563,0.13443325524331887
TEST_00564,0.6280879789490046
TEST_00565,0.4019523243807388
TEST_00566,0.5568663328411072
TEST_00567,0.22286164744023895
TEST_00568,0.4123521378529318
TEST_00569,0.3160358399857883
TEST_00570,0.30353270343188965
TEST_00571,0.555495797572918
TEST_00572,0.050865244762232566
TEST_00573,0.12835156050495744
TEST_00574,0.7848690419354482
TEST_00575,0.1895291283155873
TEST_00576,0.38181886817591354
TEST_00577,0.433530149777388
TEST_00578,0.6663768083759869
TEST_00579,0.9131122386667704
TEST_00580,0.004845281845737062
TEST_00581,0.7559869874648872
TEST_00582,0.26525453273674043
TEST_00583,0.5814737917328212
TEST_00584,0.48067949415435174
TEST_00585,0.5350865466819146
TEST_00586,0.21589927498417846
TEST_00587,0.40491145480586677
TEST_00588,0.79614464787325
TEST_00589,0.029243563125229
TEST_00590,0.37444036106454087
TEST_00591,0.302634705274962
TEST_00592,0.4541712280857584
TEST_00593,0.5225687543717455
TEST_00594,0.07239765952013501
TEST_00595,0.36693972265091546
TEST_00596,0.7564031221201994
TEST_00597,0.8725681992294625
TEST_00598,0.5170346519813028
TEST_00599,0.43094185439728205
TEST_00600,0.18209066583765418
TEST_00601,0.6038660108585832
TEST_00602,0.620547814404832
TEST_00603,0.7630959174836511
TEST_00604,0.3674673298766474
TEST_00605,0.8595818668324693
TEST_00606,0.15513384480442338
TEST_00607,0.5436366260672612
TEST_00608,0.33673820600219834
TEST_00609,0.9851332896621405
TEST_00610,0.09528462144847724
TEST_00611,0.49129781162912056
TEST_00612,0.5558715178700301
TEST_00613,0.6787134022449954
TEST_00614,0.7704650982046699
TEST_00615,0.8856375809119879
TEST_00616,0.7307089166953491
TEST_00617,0.39814893357167447
TEST_00618,0.23225909600630643
TEST_00619,0.2749912842661575
TEST_00620,0.3497618439606071
TEST_00621,0.2753194843838476
TEST_00622,0.8375382770604107
TEST_00623,0.9250433566122997
TEST_00624,0.8585675108530317
TEST_00625,0.8812590626977695
TEST_00626,0.5493745767040092
TEST_00627,0.4979164399835678
TEST_00628,0.9412552877302452
TEST_00629,0.2171916462189259
TEST_00630,0.43954744801092527
TEST_00631,0.2426984356090466
TEST_00632,0.9539120876680693
TEST_00633,0.7557240720796741
TEST_00634,0.8839614953312533
TEST_00635,0.9302781262837666
TEST_00636,0.3664156683357944
TEST_00637,0.8631503214273819
TEST_00638,0.1108934459902073
TEST_00639,0.9446678583721008
TEST_00640,0.07167797306449644
TEST_00641,0.04910744223744546
TEST_00642,0.9826888871617797
TEST_00643,0.4791224310790856
TEST_00644,0.25764020118356334
TEST_00645,0.21874471226975475
TEST_00646,0.05209455183363496
TEST_00647,0.1735383658831759
TEST_00648,0.8947454672632595
TEST_00649,0.7633432888849413
TEST_00650,0.20493721340779641
TEST_00651,0.6550257030877015
TEST_00652,0.9119997335317043
TEST_00653,0.4358555297722807
TEST_00654,0.020031754138585718
TEST_00655,0.9395867520845593
TEST_00656,0.6823373710682048
TEST_00657,0.020836488391974863
TEST_00658,0.1935208233870341
TEST_00659,0.3396928952890626
TEST_00660,0.019402000732787816
TEST_00661,0.9389454517192757
TEST_00662,0.240821166464965
TEST_00663,0.11434865155939468
TEST_00664,0.6444624557274029
TEST_00665,0.04639745966891314
TEST_00666,0.3425045799238345
TEST_00667,0.01336560560471649
TEST_00668,0.3679145524998057
TEST_00669,0.46810441116058044
TEST_00670,0.20249059033830372
TEST_00671,0.6762463499394895
TEST_00672,0.7514477000455217
TEST_00673,0.03983523377041536
TEST_00674,0.3799766840241154
TEST_00675,0.25274206979248787
TEST_00676,0.8394719486604418
TEST_00677,0.2554884696947828
TEST_00678,0.30875192911943333
TEST_00679,0.833511052882854
TEST_00680,0.4058498673209944
TEST_00681,0.049767395383436774
TEST_00682,0.060036639390675835
TEST_00683,0.1924287474879812
TEST_00684,0.7353525708639124
TEST_00685,0.28195498906369704
TEST_00686,0.8654908012923712
TEST_00687,0.16771292482263206
TEST_00688,0.47276005640245594
TEST_00689,0.7344816636503937
TEST_00690,0.6731890703587329
TEST_00691,0.8135694538510221
TEST_00692,0.1521529528018031
TEST_00693,0.3235662340257809
TEST_00694,0.188612477377952
TEST_00695,0.41573273229928837
TEST_00696,0.16010259029389234
TEST_00697,0.6725206790500404
TEST_00698,0.9373515271964203
TEST_00699,0.07283666603750541
TEST_00700,0.423867121143149
TEST_00701,0.5474426815592837
TEST_00702,0.2784482662906503
TEST_00703,0.40735186028179027
TEST_00704,0.7757265147057191
TEST_00705,0.86439117545827
TEST_00706,0.3556658931684191
TEST_00707,0.12017320439228574
TEST_00708,0.06874260272907946
TEST_00709,0.6629908845637136
TEST_00710,0.8543741881044111
TEST_00711,0.40107031432156065
TEST_00712,0.4686573328744157
TEST_00713,0.2081175125184585
TEST_00714,0.8890359399113994
TEST_00715,0.07801525530993594
TEST_00716,0.44030066506045495
TEST_00717,0.6305208344898798
TEST_00718,0.17365960895777588
TEST_00719,0.6825367781762466
TEST_00720,0.43790777976395356
TEST_00721,0.8304435586840908
TEST_00722,0.10136986909744969
TEST_00723,0.7616312300842707
TEST_00724,0.10179755071224755
TEST_00725,0.1095375664782884
TEST_00726,0.8159761066761412
TEST_00727,0.5668158148933572
TEST_00728,0.296356268111517
TEST_00729,0.5004501093630298
TEST_00730,0.4129357034207867
TEST_00731,0.10005307160225166
TEST_00732,0.8694323115014377
TEST_00733,0.47752761832857765
TEST_00734,0.21102423751207436
TEST_00735,0.9474755459824353
TEST_00736,0.4832020606881544
TEST_00737,0.24969056369147416
TEST_00738,0.5167823953279226
TEST_00739,0.171999511474791
TEST_00740,0.38940122353359163
TEST_00741,0.342638258185573
TEST_00742,0.2663448321804879
TEST_00743,0.9739642710426683
TEST_00744,0.6664150021650549
TEST_00745,0.9313528817435909
TEST_00746,0.06339014289362363
TEST_00747,0.7036903638402523
TEST_00748,0.4586789834234515
TEST_00749,0.06805555863967935
TEST_00750,0.8212606170961618
TEST_00751,0.045546093463754767
TEST_00752,0.17879667358744047
TEST_00753,0.588359332496919
TEST_00754,0.5058887272808021
TEST_00755,0.1441931006917073
TEST_00756,0.5694391952657466
TEST_00757,0.5266066372811351
TEST_00758,0.9552337704153575
TEST_00759,0.8699994448577171
TEST_00760,0.14275683657721472
TEST_00761,0.3674628887383837
TEST_00762,0.8341097183208056
TEST_00763,0.19228618694971522
TEST_00764,0.2539362918716067
TEST_00765,0.4287523732332597
TEST_00766,0.4732468051561616
TEST_00767,0.4126279325391098
TEST_00768,0.7328948449487604
TEST_00769,0.1499039603850467
TEST_00770,0.38902905614709055
TEST_00771,0.3778764697391942
TEST_00772,0.17626211598032576
TEST_00773,0.25074266934615347
TEST_00774,0.7882483040403255
TEST_00775,0.7238797783872006
TEST_00776,0.7884517081728047
TEST_00777,0.8098659886528918
TEST_00778,0.4554391730600553
TEST_00779,0.26750974274706607
TEST_00780,0.7783885329810032
TEST_00781,0.4572169607070293
TEST_00782,0.29313244584587034
TEST_00783,0.7482980447888794
TEST_00784,0.7448170806177623
TEST_00785,0.7423704575482697
TEST_00786,0.7086813150210399
TEST_00787,0.9876718442936925
TEST_00788,0.03650882121087635
TEST_00789,0.9810021428492124
TEST_00790,0.22680448999078467
TEST_00791,0.9927769327278582
TEST_00792,0.6185053349173393
TEST_00793,0.9165314710160215
TEST_00794,0.2779091121054326
TEST_00795,0.3894345320705697
TEST_00796,0.9216516593202839
TEST_00797,0.5248519435531327
TEST_00798,0.32594179888305375
TEST_00799,0.6886402344921003
TEST_00800,0.6376435320372612
TEST_00801,0.2998931906247571
TEST_00802,0.46300198740937304
TEST_00803,0.7459033830370725
TEST_00804,0.5267540830714913
TEST_00805,0.4150541263725893
TEST_00806,0.038665882065573406
TEST_00807,0.06960373943841808
TEST_00808,0.9693179521911466
TEST_00809,0.4614071746588651
TEST_00810,0.06607525508787902
TEST_00811,0.6915323037294459
TEST_00812,0.796951602695771
TEST_00813,0.8831696403788292
TEST_00814,0.3338452485372001
TEST_00815,0.2112094329776722
TEST_00816,0.7456999789045933
TEST_00817,0.4063534924001022
TEST_00818,0.3635502459280314
TEST_00819,0.8186589983012647
TEST_00820,0.8099392674342434
TEST_00821,0.21063341734486551
TEST_00822,0.9364930551700401
TEST_00823,0.5341579046709672
TEST_00824,0.8223713457759225
TEST_00825,0.9501695404532182
TEST_00826,0.5679451963538255
TEST_00827,0.05556263670378718
TEST_00828,0.8727902561426495
TEST_00829,0.5452545327367404
TEST_00830,0.6274422374454574
TEST_00831,0.6893277226953269
TEST_00832,0.24164455349906183
TEST_00833,0.10286964148911366
TEST_00834,0.6336123108352671
TEST_00835,0.3982035595723184
TEST_00836,0.5085067782872751
TEST_00837,0.5621566167408708
TEST_00838,0.7056249236679362
TEST_00839,0.6356454639324058
TEST_00840,0.030424461789556663
TEST_00841,0.8981935670112251
TEST_00842,0.6931049107886351
TEST_00843,0.7906833801503326
TEST_00844,0.7517101713169086
TEST_00845,0.7040874016010304
TEST_00846,0.6212925932916606
TEST_00847,0.03358033463976817
TEST_00848,0.3492737628654224
TEST_00849,0.8443705241653436
TEST_00850,0.6748860292893069
TEST_00851,0.47436508377097053
TEST_00852,0.1926765630030977
TEST_00853,0.6041573495286843
TEST_00854,0.7884024115380773
TEST_00855,0.387949415435176
TEST_00856,0.9315007716477733
TEST_00857,0.6903398581056325
TEST_00858,0.043159425760822503
TEST_00859,0.6005920037305561
TEST_00860,0.9327163111905582
TEST_00861,0.7161890592558873
TEST_00862,0.7262104877480098
TEST_00863,0.6274808753483518
TEST_00864,0.5144210421130937
TEST_00865,0.08259628942898065
TEST_00866,0.2257683724338548
TEST_00867,0.8776168852076788
TEST_00868,0.9355337693050729
TEST_00869,0.3536687132912166
TEST_00870,0.7703847136020963
TEST_00871,0.30033375154051983
TEST_00872,0.028640900662839888
TEST_00873,0.954277593347175
TEST_00874,0.5551307360076388
TEST_00875,0.8008322693106243
TEST_00876,0.512566422774157
TEST_00877,0.07210765319151298
